start_date,asset_number,GLD,MDYG,MDYV,SLYG,SLYV,SPYG,SPYV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-01-04,16,0.20479978876691202,0.04882880104236147,0.06027069970758178,0.046036906030037114,0.04497563483941405,0.05265102755631982,0.048984786655306,0.04392884028919027,0.03642141368097727,0.029912359096105554,0.04920863223595307,0.05335856879218332,0.09057973073153996,0.0661048811334835,0.07621498724351553,0.04772294219912034
2010-04-06,16,0.19834631806973346,0.04879116970892551,0.06090938387507808,0.046058491053512,0.04535845913802733,0.05292401876870243,0.04966474439530283,0.04436279940926411,0.03677537774786981,0.030085035914922613,0.04955909589213331,0.05358851851665695,0.09144221081932485,0.067302631536123,0.07647299456639282,0.04835875058803121
2010-07-06,16,0.2103965277615277,0.0475972828857101,0.05871751645373499,0.04516170003282464,0.04444802932042654,0.05220888341039356,0.04949150424272338,0.04426461065444385,0.036753471210007584,0.030174326243854938,0.04832103069968269,0.05304495769560126,0.09022805715192861,0.06597830293835116,0.0756726985105982,0.04754110078819118
2010-10-04,16,0.21229341452372616,0.04750734277252973,0.0581119019621637,0.04479000476448451,0.04408067576586044,0.05206523328040441,0.04960749114325552,0.044842236304165624,0.03720913383990331,0.0304149446213213,0.04812942321116612,0.05317004742087651,0.08950265856555183,0.06599552037677549,0.07494496638202881,0.04733500506578663
2011-01-03,16,0.20447032497299383,0.04809993162350322,0.05792572814700693,0.04516016191806559,0.04441378929599273,0.05257708240129495,0.050189060912249395,0.045315582930825576,0.037563524755889637,0.030791433568470583,0.048694276108218276,0.05399674899233939,0.09028936214744697,0.06692652441411245,0.07550595979921586,0.048080508012374915
2011-04-04,16,0.1980883195316854,0.04912935545763283,0.05748200646448779,0.04548105692922083,0.04476972113175575,0.05312480676257658,0.05095993425223347,0.046000737848504544,0.0379463313296008,0.03218712559249945,0.049463033128670286,0.05462258593095169,0.08975101445284034,0.06751355035098185,0.07511821045658507,0.04836221037977355
2011-07-05,16,0.19229887463438072,0.04568860805081222,0.05089055177459051,0.041843289529772135,0.03946688769042445,0.05339615935262692,0.05243621951205728,0.04146440326187254,0.04218352596247243,0.029649044949610605,0.04423567951568017,0.056398520235717745,0.09600861846735288,0.08308134165648337,0.08336092592806375,0.04759734947808204
2011-10-03,16,0.198335438752629,0.044007082648238084,0.04795693283249016,0.042410530059779815,0.03948683567381066,0.05447793683855117,0.05416584860655147,0.03986812255938171,0.04182305035583674,0.035945777000469935,0.04419744629712279,0.057737658727276445,0.09249480809181097,0.08037977305172943,0.07726645476513652,0.04944630373918524
2012-01-03,16,0.17406053927288273,0.04579525319720701,0.05258060688129451,0.04472013525567956,0.042044298182882904,0.055680904671755835,0.05507399379070243,0.04052689217513027,0.04245458868755876,0.04003604803667424,0.046108817688646234,0.05751553366138006,0.09570209084749336,0.08256695385491837,0.07266495761794843,0.05246838617784521
2012-04-03,16,0.17009539413629174,0.04622773279064218,0.05405088330632682,0.04502713858646594,0.04212058082887562,0.05626038729535775,0.05498180132841447,0.040987901568227465,0.04272055156030261,0.04108201588406696,0.04639593172115144,0.05791246351239473,0.09428529914794855,0.08387916610971081,0.07076068985915664,0.053212062364666114
2012-07-03,16,0.1818865795531719,0.04555745594301326,0.05265848334319435,0.04459092051791508,0.04109230268495466,0.05551681606566212,0.05367343983086677,0.040590362464960644,0.04180027314217131,0.04072464799629492,0.04564870653795684,0.056233090567928815,0.09250192583992874,0.08575421714594844,0.06944694876747706,0.052323829598555735
2012-10-02,16,0.1917155667240912,0.04515877644098494,0.0514853537421638,0.044271694018800024,0.04017182686663837,0.05489357698920131,0.052478737117775405,0.0402971765036182,0.041213291613920185,0.04003697537820296,0.044847311812699214,0.05522439583910758,0.09075400916236062,0.0871822351833866,0.06891049335472922,0.051358579252319674
2013-01-04,16,0.17468764366292436,0.04641473073367463,0.0527871057765951,0.045998083527848455,0.04122884513763989,0.056314245669379835,0.05297017106495738,0.0405536017564307,0.04178711453009614,0.04090870829998322,0.046235723458507766,0.05595128533662925,0.09054982135444821,0.0926415409867695,0.06774204525826084,0.05322933344585405
